param_type,param_name,out_u_bound,in_l_bound,out_l_bound,in_u_bound,base
input,cp_lh_0,1,1.0376654933508023,0,2.59387285429545,10
input,cp_lh_1,1,0.7002103137560209,0,2.5927206731620704,10
input,cp_tau_0,1,0.3314070492197811,0,2.2963799537713854,10
input,cp_n,1,0.08632423130738509,0,1.202106711390236,10
input,average_strain,1,-2.5301927061182092,0,-1.001418112792836,10
output,average_stress,1,1.3088204331099595,0,2.8769218431745798,10
output,g1_phi_1,1,0.1733902514651952,0,0.18791535464998982,10
output,g1_Phi,1,0.2545239086857002,0,0.2703060911529131,10
output,g1_phi_2,1,0.6189471492307373,0,0.6206460774320012,10
output,g5_phi_1,1,0.3416521119435322,0,0.3521632157054434,10
output,g5_Phi,1,0.3897506588375062,0,0.3939610713375336,10
output,g5_phi_2,1,0.554222565542425,0,0.5655762997638275,10
output,g6_phi_1,1,0.1003705451175629,0,0.1137428624293499,10
output,g6_Phi,1,0.3462355816990377,0,0.35278046757132525,10
output,g6_phi_2,1,0.6242717799297329,0,0.6270584640009896,10
output,g7_phi_1,1,0.07758590636724308,0,0.09131515969722286,10
output,g7_Phi,1,0.2910578944342759,0,0.3024391640698575,10
output,g7_phi_2,1,0.6245192940673171,0,0.6282560667110061,10
output,g8_phi_1,1,0.3907232044488198,0,0.40330930382686836,10
output,g8_Phi,1,0.424538637154054,0,0.4289119391486062,10
output,g8_phi_2,1,0.6331653536839031,0,0.6366784225725206,10
output,g9_phi_1,1,-0.10498099376546283,0,-0.045063174694320654,10
output,g9_Phi,1,0.31135115757133974,0,0.31879350479329677,10
output,g9_phi_2,1,0.6248593958396503,0,0.6288689432836394,10
output,g10_phi_1,1,0.13554606833507898,0,0.21018470547240684,10
output,g10_Phi,1,0.39446919234743405,0,0.4007624176069357,10
output,g10_phi_2,1,0.5855847959232576,0,0.5913317829696554,10
output,g11_phi_1,1,0.46343009190280193,0,0.49112346701796883,10
output,g11_Phi,1,0.4525377439293981,0,0.4551342931960993,10
output,g11_phi_2,1,0.7598188773748261,0,0.7730253976388034,10
output,g12_phi_1,1,0.06837141803264318,0,0.10222783012313004,10
output,g12_Phi,1,0.2959407622671988,0,0.308692442201257,10
output,g12_phi_2,1,0.6230734689508648,0,0.6273146396008809,10
output,g13_phi_1,1,0.21984638602436068,0,0.2426904740523735,10
output,g13_Phi,1,0.2333769034738959,0,0.24127246990169554,10
output,g13_phi_2,1,0.6267816245216076,0,0.6284706719067363,10
output,g14_phi_1,1,0.08884456272700426,0,0.11038766587508697,10
output,g14_Phi,1,0.34507952631486666,0,0.356484780605221,10
output,g14_phi_2,1,0.6257033458532264,0,0.6305499078498524,10
output,g15_phi_1,1,-0.1330395831550633,0,-0.05414751464498811,10
output,g15_Phi,1,0.3092894106552564,0,0.3197096942879828,10
output,g15_phi_2,1,0.6216850847983184,0,0.6254565058057138,10
output,g16_phi_1,1,0.4580634453251834,0,0.4836300824949524,10
output,g16_Phi,1,0.4526296516220175,0,0.45421963566000145,10
output,g16_phi_2,1,0.6516656039229355,0,0.6670044173665798,10
output,g18_phi_1,1,0.7431176252147416,0,0.7592371131531702,10
output,g18_Phi,1,0.4354780541713246,0,0.4471114972976469,10
output,g18_phi_2,1,0.1194868355646357,0,0.18158636373685627,10
output,g19_phi_1,1,0.07671324469002509,0,0.0984706656506293,10
output,g19_Phi,1,0.4445288113171352,0,0.45429593073984975,10
output,g19_phi_2,1,0.554719269050214,0,0.5609701209764735,10
output,g20_phi_1,1,-0.0671813719937809,0,-0.016621823157782222,10
output,g20_Phi,1,0.32988580505442516,0,0.33731946585692785,10
output,g20_phi_2,1,0.4758309328314533,0,0.48141396125374486,10
output,g21_phi_1,1,0.390281408229663,0,0.4033779317228597,10
output,g21_Phi,1,0.3107145487181187,0,0.33144754287779676,10
output,g21_phi_2,1,0.6440937744581382,0,0.6562611517083408,10
output,g22_phi_1,1,0.16028841313128805,0,0.17078959044639153,10
output,g22_Phi,1,0.223807337592779,0,0.23032116891907847,10
output,g22_phi_2,1,0.5897597653381549,0,0.5916432806389674,10
output,g23_phi_1,1,-0.18159593699563295,0,-0.14660602254933422,10
output,g23_Phi,1,0.40913816115386376,0,0.42662510641824725,10
output,g23_phi_2,1,0.5854381681701801,0,0.5944698987383297,10
output,g24_phi_1,1,0.2866809693549302,0,0.31251585566338685,10
output,g24_Phi,1,0.24472232276999784,0,0.2628543454161932,10
output,g24_phi_2,1,0.5398536179250563,0,0.5486350598147515,10
output,g25_phi_1,1,0.022139570398391907,0,0.07177157941675559,10
output,g25_Phi,1,0.37799794786189966,0,0.38881141347352355,10
output,g25_phi_2,1,0.48474102923706575,0,0.5079907248196913,10
output,g26_phi_1,1,-0.6645621595652166,0,-0.4872889280368801,10
output,g26_Phi,1,0.35610237811339873,0,0.3619354924211464,10
output,g26_phi_2,1,0.5452328717469658,0,0.5531423965032077,10
output,g27_phi_1,1,0.22934902016770342,0,0.2613818372857462,10
output,g27_Phi,1,0.2149497606154471,0,0.22375545365724114,10
output,g27_phi_2,1,0.5284024379536174,0,0.5319002337275933,10
output,g28_phi_1,1,0.3037358890399061,0,0.33233744945302574,10
output,g28_Phi,1,0.4362262752705824,0,0.4514179729892613,10
output,g28_phi_2,1,0.6303058079004361,0,0.6488379597902625,10
output,g29_phi_1,1,0.2247143045303975,0,0.27000300010505945,10
output,g29_Phi,1,0.21787857802743296,0,0.22302842697225214,10
output,g29_phi_2,1,0.5279905891964337,0,0.5301484509929332,10
output,g30_phi_1,1,0.16467994075426,0,0.19501356287582824,10
output,g30_Phi,1,0.21449945371088117,0,0.22507656162639228,10
output,g30_phi_2,1,0.591621038213319,0,0.5990092398233435,10
output,g31_phi_1,1,-0.46460459859438624,0,-0.3977337677714706,10
output,g31_Phi,1,0.32839999237242395,0,0.33741932432967314,10
output,g31_phi_2,1,0.4956691966039019,0,0.5077344680722629,10
output,g32_phi_1,1,0.3082655332099329,0,0.3183346842261365,10
output,g32_Phi,1,0.37099393351474386,0,0.3813497710597408,10
output,g32_phi_2,1,0.641602991567553,0,0.6526523954003471,10
output,g33_phi_1,1,0.16235527355207907,0,0.18596689276784137,10
output,g33_Phi,1,0.22036963245139446,0,0.22819496996335104,10
output,g33_phi_2,1,0.5049870873452252,0,0.5129110878474193,10
output,g34_phi_1,1,-0.11185421718162372,0,-0.05432957885411861,10
output,g34_Phi,1,0.2714466138017645,0,0.2878912659540259,10
output,g34_phi_2,1,0.4394274386545274,0,0.444294677675202,10
output,g35_phi_1,1,0.47063096368490615,0,0.504389297186281,10
output,g35_Phi,1,0.4523998459114416,0,0.45421963566000145,10
output,g35_phi_2,1,0.7622808409501796,0,0.7775863002599734,10
output,g36_phi_1,1,0.2885175017970741,0,0.3075174312031314,10
output,g36_Phi,1,0.24417812502254407,0,0.2580623120109196,10
output,g36_phi_2,1,0.5404045624460594,0,0.5449976797003975,10
output,g37_phi_1,1,-0.03006250203415703,0,0.015946243657566233,10
output,g37_Phi,1,0.43063933616465505,0,0.4352230462110289,10
output,g37_phi_2,1,0.4592114940154554,0,0.46572479806532624,10
output,g38_phi_1,1,0.24077382528419278,0,0.26347036606118457,10
output,g38_Phi,1,0.41108071181163497,0,0.41365175206369936,10
output,g38_phi_2,1,0.6008531488712422,0,0.6048953445066851,10
output,g39_phi_1,1,-0.22273996711462585,0,-0.16289157083904596,10
output,g39_Phi,1,0.27002632231229345,0,0.2783419690609072,10
output,g39_phi_2,1,0.4404997712534111,0,0.447499128735851,10
output,g40_phi_1,1,0.015233976246708407,0,0.04991543567349786,10
output,g40_Phi,1,0.3835820046064843,0,0.3886339693517892,10
output,g40_phi_2,1,0.48400071392719823,0,0.4983105537896005,10
output,g41_phi_1,1,0.27267687772828786,0,0.2847013785241777,10
output,g41_Phi,1,0.2812152326113162,0,0.2885398506704563,10
output,g41_phi_2,1,0.650725100005712,0,0.6526234041019371,10
output,g42_phi_1,1,0.21835166574513318,0,0.24420287608298466,10
output,g42_Phi,1,0.21816774842042547,0,0.2315715255284156,10
output,g42_phi_2,1,0.588484599044793,0,0.5913540402140882,10
output,g43_phi_1,1,-0.3003703692406663,0,-0.24364539971019802,10
output,g43_Phi,1,0.3371796254098343,0,0.34260031041577194,10
output,g43_phi_2,1,0.5734402252322721,0,0.5840144357979359,10
output,g44_phi_1,1,0.07674964062400015,0,0.11471104055836234,10
output,g44_Phi,1,0.3826832904336428,0,0.39835673137975397,10
output,g44_phi_2,1,0.5783182405850075,0,0.5858779029982781,10
output,g45_phi_1,1,-0.009235052971299368,0,0.025715383901340642,10
output,g45_Phi,1,0.3127695570522996,0,0.3281552619699468,10
output,g45_phi_2,1,0.5053806360003941,0,0.5160459385202877,10
output,g46_phi_1,1,0.4048508144913169,0,0.4129474905873636,10
output,g46_Phi,1,0.3606123449085923,0,0.3678775066378806,10
output,g46_phi_2,1,0.631717653451492,0,0.6366683969603244,10
output,g47_phi_1,1,0.30888441442201653,0,0.32192966852651744,10
output,g47_Phi,1,0.33108296396102876,0,0.34301449715076754,10
output,g47_phi_2,1,0.6694470564025429,0,0.6739419986340877,10
output,g48_phi_1,1,0.16163748070459033,0,0.17779613329221503,10
output,g48_Phi,1,0.21782598089985225,0,0.22899031084072377,10
output,g48_phi_2,1,0.591776711276067,0,0.594613509160098,10
output,g49_phi_1,1,0.27133037106615887,0,0.2809878890046467,10
output,g49_Phi,1,0.28187385687012284,0,0.29587484521737917,10
output,g49_phi_2,1,0.6504920833547156,0,0.6525074195512992,10
output,g50_phi_1,1,0.15533603746506178,0,0.18418019534725874,10
output,g50_Phi,1,0.33551807589423344,0,0.34034494952814426,10
output,g50_phi_2,1,0.5116160205691377,0,0.5154631883732687,10
output,g51_phi_1,1,-0.09329332668383304,0,-0.07940713791519151,10
output,g51_Phi,1,0.31685062992605034,0,0.34151365987025106,10
output,g51_phi_2,1,0.4910954317405785,0,0.504158112255195,10
output,g53_phi_1,1,0.3795955549810985,0,0.3863740990854829,10
output,g53_Phi,1,0.3744550524099625,0,0.38506977633193473,10
output,g53_phi_2,1,0.6319102834584124,0,0.6410376136606543,10
output,g54_phi_1,1,0.2892544080541807,0,0.29920211760342186,10
output,g54_Phi,1,0.4067615290465425,0,0.4153907381825737,10
output,g54_phi_2,1,0.6854461386877339,0,0.6928293004824486,10
output,g56_phi_1,1,0.28298444013395474,0,0.299942900022767,10
output,g56_Phi,1,0.41370201278111335,0,0.4170064251187987,10
output,g56_phi_2,1,0.6809244488059922,0,0.6894154213820135,10
output,g57_phi_1,1,0.40305185258813375,0,0.41348417431740686,10
output,g57_Phi,1,0.36034723097576526,0,0.36992054992191653,10
output,g57_phi_2,1,0.6308141947282128,0,0.636287252098513,10
output,g58_phi_1,1,0.1074813189112433,0,0.12345961944333804,10
output,g58_Phi,1,0.3949067510540258,0,0.4008141922675589,10
output,g58_phi_2,1,0.5915987946484648,0,0.5979144712025283,10
output,g59_phi_1,1,0.2211533219547051,0,0.2494429614425822,10
output,g59_Phi,1,0.34789569349323163,0,0.3591142204149062,10
output,g59_phi_2,1,0.6324066721622993,0,0.6393569784858641,10
output,g60_phi_1,1,0.3079023303260236,0,0.3933996952931018,10
output,g60_Phi,1,0.4797048450592816,0,0.48630293483116044,10
output,g60_phi_2,1,0.5997630243451988,0,0.6404317436833485,10
output,g61_phi_1,1,-0.30146450743799885,0,-0.22049008770021278,10
output,g61_Phi,1,0.3810067192965791,0,0.3927321173811297,10
output,g61_phi_2,1,0.39317142883688994,0,0.4144217779425607,10
output,g62_phi_1,1,0.16390643345775144,0,0.19587198945932768,10
output,g62_Phi,1,0.30657512809644905,0,0.3129808617233796,10
output,g62_phi_2,1,0.6614245802845223,0,0.6636538193120594,10
output,g63_phi_1,1,0.28053284445138243,0,0.32598746621444175,10
output,g63_Phi,1,0.48182945126399873,0,0.48675625461726846,10
output,g63_phi_2,1,0.5840597054578407,0,0.6076694366882427,10
output,g64_phi_1,1,-0.5410450429781347,0,-0.3867503210620461,10
output,g64_Phi,1,0.37505975358581245,0,0.37783422447054854,10
output,g64_phi_2,1,0.5260548247731112,0,0.5371387972512629,10
output,g66_phi_1,1,0.21362399341608687,0,0.22631629693933475,10
output,g66_Phi,1,0.20844135643856734,0,0.21465843887991837,10
output,g66_phi_2,1,0.6103939697123134,0,0.6112771040922638,10
output,g67_phi_1,1,-0.1534896995366082,0,-0.11349235459290095,10
output,g67_Phi,1,0.30489964033286515,0,0.33152851886869067,10
output,g67_phi_2,1,0.4869968884318225,0,0.4945302632558734,10
output,g68_phi_1,1,0.34419571587143494,0,0.35506820634885067,10
output,g68_Phi,1,0.3497824533634708,0,0.3627651265554263,10
output,g68_phi_2,1,0.6664805397615559,0,0.6701437633130851,10
output,g69_phi_1,1,-0.2737293252358203,0,-0.19407796494794333,10
output,g69_Phi,1,0.39239794321637145,0,0.4183841640386121,10
output,g69_phi_2,1,0.4756421375547005,0,0.4889030852677692,10
output,g70_phi_1,1,-0.04065327715791735,0,0.008472419302722143,10
output,g70_Phi,1,0.3135297732022901,0,0.3420869599045785,10
output,g70_phi_2,1,0.5073970576089503,0,0.5162708827293401,10
output,g72_phi_1,1,-1.4531489982186059,0,-0.805041877793412,10
output,g72_Phi,1,0.46046182672659935,0,0.462921830369343,10
output,g72_phi_2,1,0.2536287301937542,0,0.2980885693913816,10
output,g73_phi_1,1,0.2952371307315341,0,0.3099493842590159,10
output,g73_Phi,1,0.29721319598964135,0,0.3267249128021095,10
output,g73_phi_2,1,0.6608559954880793,0,0.6633522193645902,10
output,g74_phi_1,1,0.4017623021368253,0,0.4118384814029114,10
output,g74_Phi,1,0.36074484121040334,0,0.37219371927573414,10
output,g74_phi_2,1,0.6280004459889015,0,0.6323155412509909,10
output,g75_phi_1,1,0.3853202242009113,0,0.4280213440860496,10
output,g75_Phi,1,0.361538971269279,0,0.36908592082150776,10
output,g75_phi_2,1,0.7098209617099415,0,0.7194473043627562,10
output,g76_phi_1,1,0.29861294775994696,0,0.3331448760986189,10
output,g76_Phi,1,0.43469661892466566,0,0.4512182585137935,10
output,g76_phi_2,1,0.6240654103366919,0,0.6490523780756294,10
output,g77_phi_1,1,0.033021444682910656,0,0.07353506505878392,10
output,g77_Phi,1,0.2663963491885927,0,0.27538046752743395,10
output,g77_phi_2,1,0.5958928579419485,0,0.6002430162858409,10
output,g78_phi_1,1,0.6582308746636901,0,0.6677143848429249,10
output,g78_Phi,1,0.4618735328350759,0,0.4776420956558481,10
output,g78_phi_2,1,-0.305245675032217,0,-0.23093299511027188,10
output,g79_phi_1,1,-0.06863367643777883,0,-0.044067036328522255,10
output,g79_Phi,1,0.32531037171106114,0,0.33739935447189734,10
output,g79_phi_2,1,0.4795177267113793,0,0.48599100277067664,10
output,g80_phi_1,1,0.11521097670416817,0,0.15812115033749494,10
output,g80_Phi,1,0.3204371036828646,0,0.3262334209042398,10
output,g80_phi_2,1,0.629429988036405,0,0.6319102834584124,10
output,g81_phi_1,1,0.022964206517992806,0,0.05827414668595122,10
output,g81_Phi,1,0.3190643983685094,0,0.34147409402665757,10
output,g81_phi_2,1,0.5431364147862195,0,0.5485122563410354,10
output,g82_phi_1,1,0.3214119979740055,0,0.3656190022545034,10
output,g82_Phi,1,0.42926766643316844,0,0.44043676610577365,10
output,g82_phi_2,1,0.6396956174440528,0,0.662616190820862,10
output,g83_phi_1,1,0.21341149458278152,0,0.23152056097025073,10
output,g83_Phi,1,0.200303182981585,0,0.20571849810309406,10
output,g83_phi_2,1,0.617629297757842,0,0.6195107208384985,10
output,g84_phi_1,1,0.05068902775888096,0,0.07979606117235995,10
output,g84_Phi,1,0.40186560719961095,0,0.40805331429798053,10
output,g84_phi_2,1,0.48539487324901237,0,0.49190772091483065,10
output,g85_phi_1,1,-0.1512937337813246,0,-0.09794268919153337,10
output,g85_Phi,1,0.38419206967063924,0,0.39123512565330987,10
output,g85_phi_2,1,0.5741702197307929,0,0.5795435254299768,10
output,g86_phi_1,1,0.312410102994809,0,0.33763893218140867,10
output,g86_Phi,1,0.2677582166513658,0,0.28571479658290966,10
output,g86_phi_2,1,0.5664139206201558,0,0.5730109256733865,10
output,g87_phi_1,1,0.17225255242368825,0,0.20496061411560226,10
output,g87_Phi,1,0.3864811296820741,0,0.39847820021975555,10
output,g87_phi_2,1,0.540141698835551,0,0.542389669540937,10
output,g88_phi_1,1,0.18049862323201202,0,0.22188349178524042,10
output,g88_Phi,1,0.401176442169203,0,0.41428795843469507,10
output,g88_phi_2,1,0.5524126736029649,0,0.5575432913602916,10
output,g89_phi_1,1,0.1888160305023527,0,0.2213359795338283,10
output,g89_Phi,1,0.21165440055318238,0,0.22662567859580465,10
output,g89_phi_2,1,0.6283378335761184,0,0.632821582278979,10
output,g90_phi_1,1,0.28970041012870906,0,0.32598746621444175,10
output,g90_Phi,1,0.43415357106660085,0,0.4491851707276846,10
output,g90_phi_2,1,0.6474709938588463,0,0.6628805497388552,10
output,g91_phi_1,1,0.3142254709264968,0,0.3353575901491754,10
output,g91_Phi,1,0.43407365378505053,0,0.449277790579156,10
output,g91_phi_2,1,0.6611593333465511,0,0.6676303703051254,10
output,g92_phi_1,1,0.5176312941525835,0,0.5251744278352715,10
output,g92_Phi,1,0.44441956465863713,0,0.4498947519812109,10
output,g92_phi_2,1,0.7830670429657096,0,0.7865526798563854,10
output,g93_phi_1,1,0.22986094865499043,0,0.23711627053505724,10
output,g93_Phi,1,0.2039027811100605,0,0.21058602490515652,10
output,g93_phi_2,1,0.6189262621569374,0,0.6220481509192476,10
output,g95_phi_1,1,0.23075537404198568,0,0.2617623176096195,10
output,g95_Phi,1,0.2886292346649891,0,0.3046843659743861,10
output,g95_phi_2,1,0.5305326577490547,0,0.5382594603421657,10
output,g96_phi_1,1,0.32862420749020704,0,0.36662838129296776,10
output,g96_Phi,1,0.4677264661435818,0,0.47111561002987035,10
output,g96_phi_2,1,0.6922298357727555,0,0.7136081310952535,10
output,g97_phi_1,1,0.04785872740745677,0,0.07678603350807921,10
output,g97_Phi,1,0.40520971438463316,0,0.40935818993016515,10
output,g97_phi_2,1,0.4856504575326675,0,0.49315121779568605,10
output,g99_phi_1,1,0.41365175206369936,0,0.429978248073312,10
output,g99_Phi,1,0.38307895381208945,0,0.3887936723235016,10
output,g99_phi_2,1,0.6975431771575029,0,0.7018010428096672,10
output,g100_phi_1,1,-0.03313582685313651,0,0.023458237643675228,10
output,g100_Phi,1,0.4152405239139741,0,0.4281996092638772,10
output,g100_phi_2,1,0.609081916906643,0,0.6174721439721925,10
output,g101_phi_1,1,0.17201880942455647,0,0.20523143882000305,10
output,g101_Phi,1,0.3863919393501107,0,0.3955884635682437,10
output,g101_phi_2,1,0.5400916115325627,0,0.5462217592509095,10
output,g102_phi_1,1,0.030397300856761858,0,0.0751087964165001,10
output,g102_Phi,1,0.2540160608610366,0,0.2785478337758529,10
output,g102_phi_2,1,0.6120205227985599,0,0.6136198628763615,10
output,g103_phi_1,1,0.21919144021797882,0,0.23269123534846242,10
output,g103_Phi,1,0.20539385261467946,0,0.21295958903673617,10
output,g103_phi_2,1,0.6100423444394081,0,0.6113940113402915,10
output,g104_phi_1,1,0.23021893988738104,0,0.25336223983306855,10
output,g104_Phi,1,0.28445329401085284,0,0.3053728686412967,10
output,g104_phi_2,1,0.532346638573482,0,0.5381336872506688,10
output,g105_phi_1,1,-2.4960731958064892,0,0.7981324972646134,10
output,g105_Phi,1,0.46281711440950446,0,0.4694980145184654,10
output,g105_phi_2,1,0.4568820206232484,0,0.5236554374706319,10
output,g106_phi_1,1,0.4577002722181075,0,0.46480241289131846,10
output,g106_Phi,1,0.35301171103345275,0,0.3606312754267351,10
output,g106_phi_2,1,0.6588695922019623,0,0.6640493516544295,10
output,g107_phi_1,1,0.11975062388458418,0,0.14921911265537988,10
output,g107_Phi,1,0.2888972763225662,0,0.3002040512524661,10
output,g107_phi_2,1,0.6237143568159674,0,0.6330743818494913,10
output,g108_phi_1,1,0.0778037980760882,0,0.10301649032831525,10
output,g108_Phi,1,0.41730558324452544,0,0.4298652787345608,10
output,g108_phi_2,1,0.5193553922736518,0,0.5276427877567538,10
output,g109_phi_1,1,0.14563141529032783,0,0.16613397030510912,10
output,g109_Phi,1,0.3883676671573011,0,0.392802437083664,10
output,g109_phi_2,1,0.5236034121365691,0,0.530314982320532,10
output,g110_phi_1,1,0.24276497775209646,0,0.2655253352190738,10
output,g110_Phi,1,0.2852646804811535,0,0.29959445392492284,10
output,g110_phi_2,1,0.564689730881446,0,0.5713360868168943,10
output,g111_phi_1,1,0.28425021031208403,0,0.29725700659009247,10
output,g111_Phi,1,0.3680822440064455,0,0.3856062735983122,10
output,g111_phi_2,1,0.6008966969880873,0,0.6061555592866797,10
output,g112_phi_1,1,0.034146977106045626,0,0.04708007281625655,10
output,g112_Phi,1,0.35804911998674743,0,0.37016136667678035,10
output,g112_phi_2,1,0.5036136617725021,0,0.5074105590617641,10
output,g113_phi_1,1,0.39415387688205583,0,0.4052951230422869,10
output,g113_Phi,1,0.29587484521737917,0,0.31188095303790403,10
output,g113_phi_2,1,0.7116638460311909,0,0.7175373655144311,10
output,g114_phi_1,1,0.053040008642746495,0,0.0957967936048022,10
output,g114_Phi,1,0.4220642981362802,0,0.43123506524504995,10
output,g114_phi_2,1,0.5162973390957034,0,0.5204966334325443,10
output,g115_phi_1,1,0.14332712999204641,0,0.16548174282216416,10
output,g115_Phi,1,0.38953817733194923,0,0.4009349758108521,10
output,g115_phi_2,1,0.5233171613441978,0,0.5274107652926615,10
output,g116_phi_1,1,-1.1784864715952268,0,-0.5345279191265025,10
output,g116_Phi,1,0.4693064454311679,0,0.4810698065911574,10
output,g116_phi_2,1,0.4931372656799703,0,0.5236294255826328,10
output,g117_phi_1,1,-0.18741415804532374,0,-0.15146604844269376,10
output,g117_Phi,1,0.25638095303164105,0,0.26700736966435473,10
output,g117_phi_2,1,0.4485208164572948,0,0.4649513172615296,10
output,g118_phi_1,1,0.2218574354191367,0,0.23535166317741193,10
output,g118_Phi,1,0.3035200369072801,0,0.3082014606510762,10
output,g118_phi_2,1,0.6454026175704554,0,0.6537526331259994,10
output,g119_phi_1,1,0.16663729423180462,0,0.1802406009557403,10
output,g119_Phi,1,0.2664198658791035,0,0.2742733377584179,10
output,g119_phi_2,1,0.6146863422820126,0,0.6212593923832503,10
output,g120_phi_1,1,0.725168124078324,0,0.7439563722976408,10
output,g120_Phi,1,0.4501566954065955,0,0.46426593403407534,10
output,g120_phi_2,1,0.22010808804005508,0,0.26890544121201426,10
output,g122_phi_1,1,-0.09421490969118625,0,-0.0646136682685836,10
output,g122_Phi,1,0.32660209196364864,0,0.33869548901478364,10
output,g122_phi_2,1,0.4439979270781398,0,0.4577456854684917,10
output,g123_phi_1,1,-0.06817105255682399,0,0.02366391819779347,10
output,g123_Phi,1,0.41542411207653496,0,0.42662510641824725,10
output,g123_phi_2,1,0.6085474268671126,0,0.6165385266541686,10
output,g125_phi_1,1,0.3324990549181783,0,0.3694014136966243,10
output,g125_Phi,1,0.3969486867163377,0,0.40474821716461645,10
output,g125_phi_2,1,0.5587565562226132,0,0.5656589539252037,10
output,g126_phi_1,1,0.4133668314092984,0,0.43341777677002985,10
output,g126_Phi,1,0.36660971039242957,0,0.38840318355263515,10
output,g126_phi_2,1,0.6926266329514809,0,0.7009026511194759,10
output,g127_phi_1,1,0.44692531124274865,0,0.46387806452047153,10
output,g127_Phi,1,0.4180194057289411,0,0.4324240774813541,10
output,g127_phi_2,1,0.6544172149137143,0,0.6578968423463668,10
output,g128_phi_1,1,0.31130874600080766,0,0.33571859971435486,10
output,g128_Phi,1,0.3841562072030793,0,0.40330930382686836,10
output,g128_phi_2,1,0.6548789336028292,0,0.6586027797156587,10
